date,time, latitude, longitude,include
26/3/2015, 21:17:36,38.9863,-77.0948,1
26/3/2015, 21:17:48,38.9863,-77.0948,1
26/3/2015, 21:17:58,38.9863,-77.0948,1
26/3/2015, 21:18:8,38.9863,-77.0948,1
26/3/2015, 21:18:19,38.9863,-77.0948,1
26/3/2015, 21:18:30,38.9863,-77.0948,1
26/3/2015, 21:18:40,38.9863,-77.0948,1
26/3/2015, 21:18:51,38.9863,-77.0948,1
26/3/2015, 21:19:0,38.9863,-77.0948,1
26/3/2015, 21:19:12,38.9863,-77.0948,1
26/3/2015, 21:19:22,38.9863,-77.0948,1
26/3/2015, 21:19:32,38.9863,-77.0948,1
26/3/2015, 21:19:43,38.9863,-77.0948,1
26/3/2015, 21:19:54,38.9863,-77.0948,1
26/3/2015, 21:20:4,38.9863,-77.0948,1
26/3/2015, 21:20:15,38.9863,-77.0948,1
26/3/2015, 21:20:26,38.9863,-77.0948,1
26/3/2015, 21:20:36,38.9863,-77.0948,1
26/3/2015, 21:20:47,38.9863,-77.0948,1
26/3/2015, 21:20:56,38.9863,-77.0948,1
26/3/2015, 21:21:8,38.9863,-77.0948,1
26/3/2015, 21:21:18,38.9863,-77.0948,1
26/3/2015, 21:21:28,38.9863,-77.0948,1
26/3/2015, 21:21:39,38.9863,-77.0948,1
26/3/2015, 21:21:50,38.9863,-77.0948,1
26/3/2015, 21:22:0,38.9863,-77.0948,1
26/3/2015, 21:22:11,38.9863,-77.0948,1
26/3/2015, 21:22:20,38.9863,-77.0948,1
26/3/2015, 21:22:32,38.9863,-77.0948,1
26/3/2015, 21:22:42,38.9863,-77.0948,1
26/3/2015, 21:22:52,38.9863,-77.0948,1
26/3/2015, 21:23:3,38.9863,-77.0948,1
26/3/2015, 21:23:14,38.9863,-77.0948,1
26/3/2015, 21:23:24,38.9863,-77.0948,1
26/3/2015, 21:23:35,38.9863,-77.0948,1
26/3/2015, 21:23:46,38.9863,-77.0948,1
26/3/2015, 21:23:56,38.9863,-77.0948,1
26/3/2015, 21:24:7,38.9863,-77.0948,1
26/3/2015, 21:24:16,38.9863,-77.0948,1
26/3/2015, 21:24:28,38.9863,-77.0948,1
26/3/2015, 21:24:38,38.9863,-77.0948,1
26/3/2015, 21:24:48,38.9863,-77.0948,1
26/3/2015, 21:24:59,38.9863,-77.0948,1
26/3/2015, 21:25:10,38.9863,-77.0948,1
26/3/2015, 21:25:20,38.9863,-77.0948,1
26/3/2015, 21:25:31,38.9863,-77.0948,1
26/3/2015, 21:25:40,38.9863,-77.0948,1
26/3/2015, 21:25:52,38.9863,-77.0948,1
26/3/2015, 21:26:2,38.9863,-77.0948,1
26/3/2015, 21:26:12,38.9863,-77.0948,1
26/3/2015, 21:26:23,38.9863,-77.0948,1
26/3/2015, 21:26:34,38.9863,-77.0947,1
26/3/2015, 21:26:44,38.9863,-77.0947,1
26/3/2015, 21:26:55,38.9863,-77.0947,1
26/3/2015, 21:27:4,38.9863,-77.0947,1
26/3/2015, 21:27:16,38.9863,-77.0947,1
26/3/2015, 21:27:26,38.9863,-77.0947,1
26/3/2015, 21:27:36,38.9863,-77.0947,1
26/3/2015, 21:27:47,38.9863,-77.0947,1
26/3/2015, 21:27:58,38.9863,-77.0947,1
26/3/2015, 21:28:8,38.9863,-77.0947,1
26/3/2015, 21:28:19,38.9863,-77.0946,1
26/3/2015, 21:28:30,38.9863,-77.0946,1
26/3/2015, 21:28:40,38.9863,-77.0946,1
26/3/2015, 21:28:51,38.9863,-77.0946,1
26/3/2015, 21:29:0,38.9863,-77.0946,1
26/3/2015, 21:29:12,38.9863,-77.0946,1
26/3/2015, 21:29:22,38.9863,-77.0946,1
26/3/2015, 21:29:32,38.9863,-77.0946,1
26/3/2015, 21:29:43,38.9863,-77.0946,1
26/3/2015, 21:29:54,38.9863,-77.0946,1
26/3/2015, 21:30:4,38.9863,-77.0946,1
26/3/2015, 21:30:15,38.9863,-77.0946,1
26/3/2015, 21:30:24,38.9863,-77.0946,1
26/3/2015, 21:30:36,38.9863,-77.0946,1
26/3/2015, 21:30:46,38.9863,-77.0946,1
26/3/2015, 21:30:56,38.9863,-77.0946,1
26/3/2015, 21:31:7,38.9863,-77.0945,1
26/3/2015, 21:31:18,38.9863,-77.0945,1
26/3/2015, 21:31:28,38.9863,-77.0945,1
26/3/2015, 21:31:39,38.9863,-77.0945,1
26/3/2015, 21:31:48,38.9863,-77.0945,1
26/3/2015, 21:32:0,38.9863,-77.0945,1
26/3/2015, 21:32:11,38.9863,-77.0945,1
26/3/2015, 21:32:20,38.9863,-77.0945,1
26/3/2015, 21:32:32,38.9863,-77.0945,1
26/3/2015, 21:32:42,38.9863,-77.0945,1
26/3/2015, 21:32:52,38.9863,-77.0946,1
26/3/2015, 21:33:3,38.9863,-77.0946,1
26/3/2015, 21:33:14,38.9863,-77.0946,1
26/3/2015, 21:33:24,38.9863,-77.0947,1
26/3/2015, 21:33:35,38.9863,-77.0947,1
26/3/2015, 21:33:44,38.9863,-77.0947,1
26/3/2015, 21:33:56,38.9863,-77.0947,1
26/3/2015, 21:34:6,38.9863,-77.0947,1
26/3/2015, 21:34:16,38.9863,-77.0947,1
26/3/2015, 21:34:27,38.9863,-77.0947,1
26/3/2015, 21:34:38,38.9863,-77.0947,1
26/3/2015, 21:34:48,38.9863,-77.0947,1
26/3/2015, 21:34:59,38.9863,-77.0948,1
26/3/2015, 21:35:8,38.9863,-77.0948,1
26/3/2015, 21:35:20,38.9863,-77.0948,1
26/3/2015, 21:35:30,38.9863,-77.0948,1
26/3/2015, 21:35:40,38.9863,-77.0948,1
26/3/2015, 21:35:51,38.9863,-77.0948,1
26/3/2015, 21:36:2,38.9863,-77.0948,1
26/3/2015, 21:36:12,38.9863,-77.0948,1
26/3/2015, 21:36:23,38.9863,-77.0948,1
26/3/2015, 21:36:34,38.9863,-77.0948,1
26/3/2015, 21:36:44,38.9863,-77.0948,1
26/3/2015, 21:36:55,38.9863,-77.0948,1
26/3/2015, 21:37:4,38.9863,-77.0948,1
26/3/2015, 21:37:16,38.9863,-77.0948,1
26/3/2015, 21:39:42,38.9863,-77.0947,1
26/3/2015, 21:39:52,38.9863,-77.0947,1
26/3/2015, 21:40:3,38.9863,-77.0948,1
26/3/2015, 21:40:14,38.9863,-77.0948,1
26/3/2015, 21:40:24,38.9863,-77.0948,1
26/3/2015, 21:40:35,38.9863,-77.0948,1
26/3/2015, 21:40:44,38.9863,-77.0947,1
26/3/2015, 21:40:56,38.9864,-77.0948,1
26/3/2015, 21:41:7,38.9863,-77.0948,1
26/3/2015, 21:41:16,38.9863,-77.0948,1
26/3/2015, 21:41:28,38.9863,-77.0948,1
26/3/2015, 21:41:38,38.9863,-77.0948,1
26/3/2015, 21:41:48,38.9863,-77.0948,1
26/3/2015, 21:41:59,38.9863,-77.0947,1
26/3/2015, 21:42:10,38.9863,-77.0948,1
26/3/2015, 21:42:20,38.9863,-77.0948,1
26/3/2015, 21:42:31,38.9863,-77.0948,1
26/3/2015, 21:42:40,38.9863,-77.0948,1
26/3/2015, 21:42:52,38.9863,-77.0947,1
26/3/2015, 21:43:2,38.9863,-77.0947,1
26/3/2015, 21:43:12,38.9863,-77.0947,1
26/3/2015, 21:43:23,38.9863,-77.0947,1
26/3/2015, 21:43:34,38.9863,-77.0947,1
26/3/2015, 21:43:44,38.9863,-77.0947,1
26/3/2015, 21:43:55,38.9863,-77.0948,1
26/3/2015, 21:44:4,38.9863,-77.0947,1
26/3/2015, 21:44:16,38.9863,-77.0947,1
26/3/2015, 21:44:26,38.9863,-77.0946,1
26/3/2015, 21:44:36,38.9863,-77.0946,1
26/3/2015, 21:44:47,38.9863,-77.0947,1
26/3/2015, 21:44:58,38.9863,-77.0947,1
26/3/2015, 21:45:8,38.9863,-77.0947,1
26/3/2015, 21:45:19,38.9863,-77.0947,1
26/3/2015, 21:45:28,38.9863,-77.0947,1
26/3/2015, 21:45:39,38.9863,-77.0947,1
26/3/2015, 21:45:50,38.9863,-77.0947,1
26/3/2015, 21:46:0,38.9863,-77.0947,1
26/3/2015, 21:46:10,38.9863,-77.0947,1
26/3/2015, 21:46:20,38.9863,-77.0947,1
26/3/2015, 21:46:31,38.9863,-77.0947,1
26/3/2015, 21:46:42,38.9863,-77.0947,1
26/3/2015, 21:46:52,38.9863,-77.0947,1
26/3/2015, 21:47:2,38.9863,-77.0947,1
26/3/2015, 21:47:12,38.9863,-77.0947,1
26/3/2015, 21:47:23,38.9865,-77.0955,1
26/3/2015, 21:47:32,38.9864,-77.0955,1
26/3/2015, 21:47:44,38.9864,-77.0956,1
26/3/2015, 21:47:55,38.9864,-77.0955,1
26/3/2015, 21:48:4,38.9864,-77.0955,1
26/3/2015, 21:48:16,38.9864,-77.0956,1
26/3/2015, 21:48:26,38.9864,-77.0955,1
26/3/2015, 21:48:36,38.9864,-77.0955,1
26/3/2015, 21:48:47,38.9864,-77.0955,1
26/3/2015, 21:48:58,38.9864,-77.0955,1
26/3/2015, 21:49:8,38.9864,-77.0955,1
26/3/2015, 21:49:19,38.9864,-77.0955,1
26/3/2015, 21:49:28,38.9864,-77.0955,1
26/3/2015, 21:49:40,38.9864,-77.0955,1
26/3/2015, 21:49:50,38.9864,-77.0955,1
26/3/2015, 21:50:0,38.9864,-77.0955,1
26/3/2015, 21:50:11,38.9864,-77.0955,1
26/3/2015, 21:50:22,38.9864,-77.0955,1
26/3/2015, 21:50:32,38.9864,-77.0955,1
26/3/2015, 21:50:43,38.9864,-77.0955,1
26/3/2015, 21:50:52,38.9864,-77.0955,1
26/3/2015, 21:51:4,38.9864,-77.0955,1
26/3/2015, 21:51:14,38.9864,-77.0955,1
26/3/2015, 21:51:24,38.9864,-77.0955,1
26/3/2015, 21:51:36,38.9864,-77.0956,1
26/3/2015, 21:51:46,38.9864,-77.0956,1
26/3/2015, 21:51:56,38.9864,-77.0956,1
26/3/2015, 21:52:7,38.9865,-77.0958,1
26/3/2015, 21:52:18,38.9865,-77.096,1
26/3/2015, 21:52:28,38.9864,-77.0961,1
26/3/2015, 21:52:39,38.9862,-77.0961,1
26/3/2015, 21:52:48,38.9861,-77.0962,1
26/3/2015, 21:53:0,38.986,-77.0963,1
26/3/2015, 21:53:23,38.9854,-77.0962,1
26/3/2015, 21:53:32,38.9852,-77.0962,1
26/3/2015, 21:53:44,38.985,-77.0962,1
26/3/2015, 21:53:54,38.9849,-77.0962,1
26/3/2015, 21:54:4,38.9848,-77.0961,1
26/3/2015, 21:54:15,38.9849,-77.0959,1
26/3/2015, 21:54:26,38.9848,-77.0957,1
26/3/2015, 21:54:36,38.9848,-77.0956,1
26/3/2015, 21:54:47,38.9848,-77.0953,1
26/3/2015, 21:54:58,38.9848,-77.095,1
26/3/2015, 21:55:8,38.9847,-77.0948,1
26/3/2015, 21:55:19,38.9846,-77.0947,1
26/3/2015, 21:55:28,38.9845,-77.0946,1
26/3/2015, 21:55:40,38.9844,-77.0946,1
26/3/2015, 21:55:50,38.9843,-77.0945,1
26/3/2015, 21:56:0,38.9843,-77.0945,1
26/3/2015, 21:56:11,38.9843,-77.0945,1
26/3/2015, 21:56:20,38.9843,-77.0945,1
26/3/2015, 21:56:32,38.9843,-77.0945,1
26/3/2015, 21:56:42,38.9843,-77.0945,1
26/3/2015, 21:56:52,38.9843,-77.0945,1
26/3/2015, 21:57:3,38.9843,-77.0945,1
26/3/2015, 21:57:12,38.9843,-77.0945,1
26/3/2015, 21:57:23,38.9843,-77.0945,1
26/3/2015, 21:57:34,38.9843,-77.0945,1
26/3/2015, 21:57:44,38.9843,-77.0945,1
26/3/2015, 21:57:54,38.9843,-77.0945,1
26/3/2015, 21:58:4,38.9843,-77.0945,1
26/3/2015, 21:58:15,38.9843,-77.0945,1
26/3/2015, 21:58:24,38.9843,-77.0945,1
26/3/2015, 21:58:36,38.9843,-77.0945,1
26/3/2015, 21:58:46,38.9843,-77.0945,1
26/3/2015, 21:58:56,38.9843,-77.0945,1
26/3/2015, 21:59:7,38.9843,-77.0945,1
26/3/2015, 21:59:16,38.9843,-77.0945,1
26/3/2015, 21:59:28,38.9843,-77.0945,1
26/3/2015, 21:59:38,38.9843,-77.0945,1
26/3/2015, 21:59:48,38.9843,-77.0945,1
26/3/2015, 21:59:59,38.9843,-77.0945,1
26/3/2015, 22:0:8,38.9843,-77.0945,1
26/3/2015, 22:0:19,38.9843,-77.0945,1
26/3/2015, 22:0:30,38.9843,-77.0945,1
26/3/2015, 22:0:40,38.9843,-77.0945,1
26/3/2015, 22:0:50,38.9843,-77.0945,1
26/3/2015, 22:1:0,38.9843,-77.0945,1
26/3/2015, 22:1:11,38.9843,-77.0945,1
26/3/2015, 22:1:20,38.9843,-77.0945,1
26/3/2015, 22:1:32,38.9843,-77.0945,1
26/3/2015, 22:1:42,38.9843,-77.0945,1
26/3/2015, 22:1:52,38.9843,-77.0945,1
26/3/2015, 22:2:3,38.9843,-77.0945,1
26/3/2015, 22:2:12,38.9843,-77.0945,1
26/3/2015, 22:2:24,38.9843,-77.0945,1
26/3/2015, 22:2:34,38.9843,-77.0945,1
26/3/2015, 22:2:44,38.9843,-77.0945,1
26/3/2015, 22:2:55,38.9843,-77.0945,1
26/3/2015, 22:3:4,38.9843,-77.0945,1
26/3/2015, 22:3:15,38.9843,-77.0945,1
26/3/2015, 22:3:26,38.9843,-77.0945,1
26/3/2015, 22:3:36,38.9843,-77.0945,1
26/3/2015, 22:3:46,38.9843,-77.0945,1
26/3/2015, 22:3:56,38.9843,-77.0945,1
26/3/2015, 22:4:7,38.9843,-77.0945,1
26/3/2015, 22:4:16,38.9843,-77.0945,1
26/3/2015, 22:4:28,38.9843,-77.0945,1
26/3/2015, 22:4:38,38.9843,-77.0945,1
26/3/2015, 22:4:48,38.9843,-77.0945,1
26/3/2015, 22:4:59,38.9843,-77.0945,1
26/3/2015, 22:5:8,38.9843,-77.0945,1
26/3/2015, 22:5:19,38.9843,-77.0945,1
26/3/2015, 22:5:30,38.9843,-77.0945,1
26/3/2015, 22:5:40,38.9843,-77.0945,1
26/3/2015, 22:5:50,38.9843,-77.0945,1
26/3/2015, 22:6:0,38.9843,-77.0945,1
26/3/2015, 22:6:11,38.9843,-77.0945,1
26/3/2015, 22:6:22,38.9843,-77.0945,1
26/3/2015, 22:6:32,38.9843,-77.0945,1
26/3/2015, 22:6:42,38.9843,-77.0945,1
26/3/2015, 22:6:52,38.9843,-77.0945,1
26/3/2015, 22:7:3,38.9843,-77.0945,1
26/3/2015, 22:7:12,38.9843,-77.0945,1
26/3/2015, 22:7:24,38.9843,-77.0945,1
26/3/2015, 22:7:34,38.9843,-77.0945,1
26/3/2015, 22:7:44,38.9843,-77.0945,1
26/3/2015, 22:7:55,38.9843,-77.0945,1
26/3/2015, 22:8:4,38.9843,-77.0945,1
26/3/2015, 22:8:16,38.9843,-77.0945,1
26/3/2015, 22:8:26,38.9843,-77.0945,1
26/3/2015, 22:8:36,38.9843,-77.0945,1
26/3/2015, 22:8:47,38.9843,-77.0945,1
26/3/2015, 22:8:56,38.9843,-77.0945,1
26/3/2015, 22:9:7,38.9843,-77.0945,1
26/3/2015, 22:9:18,38.9843,-77.0945,1
26/3/2015, 22:9:28,38.9843,-77.0945,1
26/3/2015, 22:9:38,38.9843,-77.0945,1
26/3/2015, 22:9:48,38.9843,-77.0945,1
26/3/2015, 22:9:59,38.9843,-77.0945,1
26/3/2015, 22:10:8,38.9843,-77.0945,1
26/3/2015, 22:10:20,38.9843,-77.0945,1
26/3/2015, 22:10:30,38.9843,-77.0945,1
26/3/2015, 22:10:40,38.9843,-77.0945,1
26/3/2015, 22:10:51,38.9843,-77.0945,1
26/3/2015, 22:11:0,38.9843,-77.0945,1
26/3/2015, 22:11:11,38.9843,-77.0945,1
26/3/2015, 22:11:22,38.9843,-77.0945,1
26/3/2015, 22:11:32,38.9843,-77.0945,1
26/3/2015, 22:11:42,38.9843,-77.0945,1
26/3/2015, 22:11:52,38.9843,-77.0945,1
26/3/2015, 22:12:3,38.9843,-77.0945,1
26/3/2015, 22:12:12,38.9843,-77.0945,1
26/3/2015, 22:12:24,38.9843,-77.0945,1
26/3/2015, 22:12:34,38.9843,-77.0945,1
26/3/2015, 22:12:44,38.9843,-77.0945,1
26/3/2015, 22:12:55,38.9843,-77.0945,1
26/3/2015, 22:13:4,38.9843,-77.0945,1
26/3/2015, 22:13:16,38.9843,-77.0945,1
26/3/2015, 22:13:26,38.9843,-77.0945,1
26/3/2015, 22:13:36,38.9843,-77.0945,1
26/3/2015, 22:13:47,38.9843,-77.0945,1
26/3/2015, 22:13:56,38.9843,-77.0945,1
26/3/2015, 22:14:7,38.9843,-77.0945,1
26/3/2015, 22:14:18,38.9843,-77.0945,1
26/3/2015, 22:14:28,38.9843,-77.0945,1
26/3/2015, 22:14:38,38.9843,-77.0945,1
26/3/2015, 22:14:48,38.9843,-77.0945,1
26/3/2015, 22:14:59,38.9843,-77.0945,1
26/3/2015, 22:15:10,38.9843,-77.0945,1
26/3/2015, 22:15:20,38.9843,-77.0945,1
26/3/2015, 22:15:30,38.9843,-77.0945,1
26/3/2015, 22:15:40,38.9843,-77.0945,1
26/3/2015, 22:15:51,38.9843,-77.0945,1
26/3/2015, 22:16:0,38.9843,-77.0945,1
26/3/2015, 22:16:12,38.9843,-77.0945,1
26/3/2015, 22:16:22,38.9843,-77.0945,1
26/3/2015, 22:16:32,38.9843,-77.0945,1
26/3/2015, 22:16:43,38.9843,-77.0945,1
26/3/2015, 22:16:52,38.9843,-77.0945,1
26/3/2015, 22:17:3,38.9843,-77.0945,1
26/3/2015, 22:17:14,38.9843,-77.0945,1
26/3/2015, 22:17:24,38.9843,-77.0945,1
26/3/2015, 22:17:34,38.9843,-77.0945,1
26/3/2015, 22:17:44,38.9843,-77.0945,1
26/3/2015, 22:17:55,38.9843,-77.0945,1
26/3/2015, 22:18:4,38.9843,-77.0945,1
26/3/2015, 22:18:16,38.9843,-77.0945,1
26/3/2015, 22:18:26,38.9843,-77.0945,1
26/3/2015, 22:18:36,38.9843,-77.0945,1
26/3/2015, 22:18:47,38.9843,-77.0945,1
26/3/2015, 22:18:56,38.9843,-77.0945,1
26/3/2015, 22:19:8,38.9843,-77.0945,1
26/3/2015, 22:19:18,38.9843,-77.0945,1
26/3/2015, 22:19:28,38.9843,-77.0945,1
26/3/2015, 22:19:39,38.9843,-77.0945,1
26/3/2015, 22:19:48,38.9843,-77.0945,1
26/3/2015, 22:19:59,38.9843,-77.0945,1
26/3/2015, 22:20:10,38.9843,-77.0945,1
26/3/2015, 22:20:20,38.9843,-77.0945,1
26/3/2015, 22:20:30,38.9843,-77.0945,1
26/3/2015, 22:20:40,38.9843,-77.0945,1
26/3/2015, 22:20:51,38.9843,-77.0945,1
26/3/2015, 22:21:0,38.9843,-77.0945,1
26/3/2015, 22:21:12,38.9843,-77.0945,1
26/3/2015, 22:21:22,38.9843,-77.0945,1
26/3/2015, 22:21:32,38.9843,-77.0945,1
26/3/2015, 22:21:43,38.9843,-77.0945,1
26/3/2015, 22:21:52,38.9843,-77.0945,1
26/3/2015, 22:22:4,38.9843,-77.0945,1
26/3/2015, 22:22:14,38.9843,-77.0945,1
26/3/2015, 22:22:24,38.9843,-77.0945,1
26/3/2015, 22:22:35,38.9843,-77.0945,1
26/3/2015, 22:22:44,38.9843,-77.0945,1
26/3/2015, 22:22:55,38.9843,-77.0945,1
26/3/2015, 22:23:6,38.9843,-77.0945,1
26/3/2015, 22:23:16,38.9843,-77.0945,1
26/3/2015, 22:23:26,38.9843,-77.0945,1
26/3/2015, 22:23:36,38.9843,-77.0945,1
26/3/2015, 22:23:47,38.9843,-77.0945,1
26/3/2015, 22:23:56,38.9843,-77.0945,1
26/3/2015, 22:24:8,38.9843,-77.0945,1
26/3/2015, 22:24:18,38.9843,-77.0945,1
26/3/2015, 22:24:28,38.9843,-77.0945,1
26/3/2015, 22:24:39,38.9843,-77.0945,1
26/3/2015, 22:24:48,38.9843,-77.0945,1
26/3/2015, 22:25:0,38.9843,-77.0945,1
26/3/2015, 22:25:10,38.9843,-77.0945,1
26/3/2015, 22:25:20,38.9843,-77.0945,1
26/3/2015, 22:25:31,38.9843,-77.0945,1
26/3/2015, 22:25:40,38.9843,-77.0945,1
26/3/2015, 22:25:51,38.9843,-77.0945,1
26/3/2015, 22:26:2,38.9843,-77.0945,1
26/3/2015, 22:26:12,38.9843,-77.0945,1
26/3/2015, 22:26:22,38.9843,-77.0945,1
26/3/2015, 22:26:32,38.9843,-77.0945,1
26/3/2015, 22:26:43,38.9843,-77.0945,1
26/3/2015, 22:26:52,38.9843,-77.0945,1
26/3/2015, 22:27:4,38.9843,-77.0945,1
26/3/2015, 22:27:14,38.9843,-77.0945,1
26/3/2015, 22:27:24,38.9843,-77.0945,1
26/3/2015, 22:27:35,38.9843,-77.0945,1
26/3/2015, 22:27:44,38.9843,-77.0945,1
26/3/2015, 22:27:56,38.9843,-77.0945,1
26/3/2015, 22:28:6,38.9843,-77.0945,1
26/3/2015, 22:28:16,38.9843,-77.0945,1
26/3/2015, 22:28:27,38.9843,-77.0945,1
26/3/2015, 22:28:36,38.9843,-77.0945,1
26/3/2015, 22:28:47,38.9843,-77.0945,1
26/3/2015, 22:28:58,38.9843,-77.0945,1
26/3/2015, 22:29:8,38.9843,-77.0945,1
26/3/2015, 22:29:18,38.9843,-77.0945,1
26/3/2015, 22:29:28,38.9843,-77.0945,1
26/3/2015, 22:29:39,38.9843,-77.0945,1
26/3/2015, 22:29:48,38.9843,-77.0945,1
26/3/2015, 22:30:0,38.9843,-77.0945,1
26/3/2015, 22:30:10,38.9843,-77.0945,1
26/3/2015, 22:30:20,38.9843,-77.0945,1
26/3/2015, 22:30:31,38.9843,-77.0945,1
26/3/2015, 22:30:40,38.9843,-77.0945,1
26/3/2015, 22:30:52,38.9843,-77.0945,1
26/3/2015, 22:31:2,38.8968,-77.0049,1
26/3/2015, 22:31:12,38.8968,-77.0048,1
26/3/2015, 22:31:23,38.8969,-77.0048,1
26/3/2015, 22:31:32,38.8971,-77.0049,1
26/3/2015, 22:31:44,38.8973,-77.0046,1
26/3/2015, 22:31:54,38.8973,-77.0044,1
26/3/2015, 22:32:4,38.8973,-77.0042,1
26/3/2015, 22:32:15,38.8975,-77.004,1
26/3/2015, 22:32:26,38.8975,-77.0038,1
26/3/2015, 22:32:36,38.8974,-77.0036,1
26/3/2015, 22:32:47,38.8974,-77.0034,1
26/3/2015, 22:32:58,38.8973,-77.0032,1
26/3/2015, 22:33:8,38.8973,-77.003,1
26/3/2015, 22:33:19,38.8973,-77.0028,1
26/3/2015, 22:33:28,38.8973,-77.0026,1
26/3/2015, 22:33:40,38.8973,-77.0023,1
26/3/2015, 22:33:50,38.8973,-77.0021,1
26/3/2015, 22:34:0,38.8971,-77.002,1
26/3/2015, 22:34:11,38.897,-77.0019,1
26/3/2015, 22:34:22,38.8968,-77.0019,1
26/3/2015, 22:34:32,38.8966,-77.0019,1
26/3/2015, 22:34:43,38.8965,-77.0019,1
26/3/2015, 22:34:54,38.8963,-77.0019,1
26/3/2015, 22:35:4,38.8962,-77.0019,1
26/3/2015, 22:35:14,38.8961,-77.0019,1
26/3/2015, 22:35:24,38.8961,-77.0017,1
26/3/2015, 22:35:35,38.8961,-77.0015,1
